2008010507.71 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080105_074311.0.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080105_074358.5.fits -28.1855564117 -23.7714748383 -28.2037906647 -22.7164993286
2008010602.53 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080106_023211.5.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080106_023253.0.fits -28.5880336761 -22.1850585938 -29.048997879 -21.8581027985
2008010702.28 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080107_021711.8.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080107_021759.3.fits -28.6009597778 -22.4284858704 -28.7875270844 -22.1389980316
2008010718.03 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080107_180210.1.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080107_180257.6.fits -32.1187438965 -23.0507793427 -30.4291172028 -21.8141613007
2008010806.16 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080108_061010.6.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080108_061055.6.fits -32.7921600342 -21.5163459778 -30.9405632019 -22.5289821625
2008011006.03 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080110_060212.3.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080110_060259.3.fits -28.6087875366 -20.7966117859 -28.5127811432 -23.4824581146
2008011100.03 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080111_000210.3.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080111_000255.3.fits -28.2827548981 -22.5918750763 -28.4585533142 -23.1954345703
2008011210.36 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080112_102211.7.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080112_102248.7.fits -28.6140918732 -22.7280521393 -28.7632484436 -22.6206417084
2008011300.03 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080113_000206.5.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080113_000220.0.fits -27.9470863342 -21.6384181976 -28.0118350983 -22.2485027313
2008011310.13 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080113_100811.0.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080113_100853.0.fits -28.6944942474 -20.1726379395 -28.7368183136 -22.5950603485
2008011400.11 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080114_000736.2.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080114_000749.7.fits -28.4599437714 -19.3409519196 -28.4670391083 -20.3790550232
2008011411.71 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080114_114313.0.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080114_114355.0.fits -28.7469139099 -19.4464073181 -29.0033397675 -22.0564479828
2008011500.03 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080115_000205.7.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080115_000219.2.fits -29.7517681122 -18.2523403168 -29.6527690887 -19.4622573853
2008011600.0 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080116_000005.7.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080116_000019.3.fits -28.6897735596 -19.5954551697 -28.7550964355 -20.5888366699
2008011611.33 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080116_112005.3.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080116_112044.8.fits -28.1844520569 -22.572599411 -28.3447494507 -22.5580291748
2008011623.8 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080116_234807.1.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080116_234820.6.fits -29.7867450714 -21.509677887 -29.9108943939 -21.6180419922
2008011717.86 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080117_175213.2.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080117_175253.7.fits -30.4022026062 -22.217716217 -30.404094696 -22.0712089539
2008011806.03 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080118_060207.2.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080118_060220.7.fits -27.8568592072 -22.6837348938 -28.034444809 -22.8826694489
2008011817.93 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080118_175609.3.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080118_175622.8.fits -26.4242935181 -20.2998256683 -26.8635501862 -21.1397361755
2008012116.28 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080121_161717.2.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080121_161754.7.fits -46.8361740112 -24.1368789673 -46.7714996338 -24.606010437
2008012200.18 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080122_001106.6.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080122_001120.1.fits -26.9529037476 -18.1886520386 -27.4323577881 -19.4749946594
2008012205.65 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080122_053936.6.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080122_053950.1.fits -26.4548587799 -19.1610469818 -26.8291931152 -20.4407653809
2008012210.85 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080122_105112.3.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080122_105149.8.fits -27.9841880798 -19.2803401947 -28.7559146881 -21.7528305054
2008012300.03 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080123_000213.0.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080123_000252.5.fits -28.599861145 -22.1701316833 -28.7710781097 -21.5324821472
2008012309.83 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080123_095013.2.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080123_095052.7.fits -28.6745262146 -22.865568161 -28.6558361053 -22.6686325073
2008012400.03 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080124_000212.6.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080124_000251.6.fits -29.248632431 -23.9234924316 -29.3629302979 -24.1635227203
2008012410.45 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080124_102713.5.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080124_102753.0.fits -28.7170963287 -22.525226593 -28.8301353455 -23.0604248047
2008012423.88 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080124_235313.0.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080124_235353.5.fits -30.4381942749 -21.4473762512 -30.2704029083 -22.280128479
2008012601.03 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080126_010208.0.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080126_010221.5.fits -28.7555828094 -21.1549091339 -28.6769313812 -21.2841033936
2008012606.03 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080126_060208.4.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080126_060221.9.fits -29.3744068146 -22.8392276764 -29.358543396 -22.6076450348
2008012610.61 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080126_103708.9.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2008/01/comp_XRT20080126_103722.4.fits -23.0825824738 -22.3865604401 -24.1075439453 -22.4468898773
