2012081412.55 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/08/comp_XRT20120814_123307.1.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/08/comp_XRT20120814_123358.8.fits -23.0867080688 -5.26400089264 -22.7735919952 -6.46775579453
2012081412.65 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/08/comp_XRT20120814_123908.3.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/08/comp_XRT20120814_123958.9.fits -22.7990379333 -5.9922413826 -23.0101337433 -5.48812437057
2012081611.55 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/08/comp_XRT20120816_113306.6.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/08/comp_XRT20120816_113359.2.fits -23.7208385468 -5.0065612793 -23.1741886139 -6.78150558472
2012081611.65 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/08/comp_XRT20120816_113908.7.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/08/comp_XRT20120816_113959.4.fits -22.5532150269 -7.22917509079 -22.7030639648 -6.82576179504
2012111318.01 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/11/comp_XRT20121113_180152.7.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/11/comp_XRT20121113_180138.8.fits -21.1828994751 -9.51456928253 -20.5799388885 -9.9513425827
2012111323.88 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/11/comp_XRT20121113_235322.6.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2012/11/comp_XRT20121113_235308.8.fits -22.0066165924 -6.78296661377 -21.2417449951 -7.2249045372
2013040605.8 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/04/comp_XRT20130406_054806.4.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/04/comp_XRT20130406_054859.6.fits -20.6386814117 -6.46692085266 -20.9707756042 -6.6515545845
2013040905.3 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/04/comp_XRT20130409_051805.3.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/04/comp_XRT20130409_051858.5.fits -21.8815956116 -5.957654953 -21.6250934601 -4.76989507675
2013043006.91 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/04/comp_XRT20130430_065505.5.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/04/comp_XRT20130430_065558.7.fits -22.1606578827 -5.22901630402 -21.7330245972 -5.55378437042
2013082917.93 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/08/comp_XRT20130829_175612.6.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/08/comp_XRT20130829_175659.2.fits -20.959777832 -5.69969320297 -21.3103847504 -5.0836763382
2013083017.7 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/08/comp_XRT20130830_174212.9.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/08/comp_XRT20130830_174259.9.fits -23.4328022003 -3.91784381866 -22.9980869293 -3.43028593063
2013083104.05 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/08/comp_XRT20130831_040312.7.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/08/comp_XRT20130831_040359.2.fits -21.6973495483 -3.85815358162 -21.6489753723 -3.38885879517
2013083118.05 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/08/comp_XRT20130831_180312.9.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/08/comp_XRT20130831_180359.9.fits -22.6954898834 -3.37842822075 -22.6952838898 -2.8668756485
2013090106.33 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/09/comp_XRT20130901_062012.5.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/09/comp_XRT20130901_062059.5.fits -21.723575592 -3.97449064255 -21.5714836121 -3.56701159477
2013090306.05 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/09/comp_XRT20130903_060312.2.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/09/comp_XRT20130903_060359.3.fits -21.4543457031 -5.3772187233 -21.5106449127 -5.6672577858
2013090318.71 /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/09/comp_XRT20130903_184312.3.fits /media/adithyahn/Adi_Disk3/solar.physics.montana.edu/HINODE/XRT/SCIA/synop_images/syncmp_FITS/2013/09/comp_XRT20130903_184359.3.fits -22.7518291473 -5.63893222809 -22.4078426361 -6.26707029343
